,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,id,text
92121,13285,3m,"I had a self-realization moment that is bringing me closer to who I'd like to be in life, what I want to do, and what I deserve to have emotionally.","I had a self-realization moment that is bringing me closer to who I'd like to be in life, what I want to do, and what I deserve to have emotionally.",True,1,enjoy_the_moment,enjoy_the_moment,68855,bring closer deserved emotional id life moment selfrealization
92152,12374,3m,Receiving a 4.0 in my first year of graduate school.,Receiving a 4.0 in my first year of graduate school.,True,1,achievement,achievement,66925,graduation received school
92173,9167,3m,I celebrated my friend's birthday with a group of friends that I hadn't seen in a while.,I celebrated my friend's birthday with a group of friends that I hadn't seen in a while.,True,1,bonding,bonding,66945,birthday celebrated friend friend hadnt
92174,9167,3m,"I asked a girl that I had been dating to be my girlfriend, and she said yes.","I asked a girl that I had been dating to be my girlfriend, and she said yes.",True,1,affection,affection,67936,date girl girlfriend
92182,2299,3m,I did not fail a final that I thought I would fail.,I did not fail a final that I thought I would fail.,True,1,achievement,achievement,69507,failed failed finally
92185,2299,3m,"last feb i met my old friend after a long gap of almost 5 years. Just a 1 hr. meeting in Mc Donalds and it was like all old days came back.
With days , i mean college days. Most of the people have their college life full of fun and that is the only reason they miss it. That was not the case here. I never had any fun or enjoyment in my college  life, But the only thing that i earned is a a degree and one friend who was more than this degree too.
How life has changed now, we do not even get time to spend with friends. Only 1 hour? Is this time we used to spend with friends during college life or even in school. These are the same friend with whom after spending 7-8 hrs ,still i used to send SMS, call them to talk. Life has just changed.
This is for all my friends, enjoy each n every moment, who knows when these moments will turn into memories.
Today is also a day added to my book of memories.","last feb i met my old friend after a long gap of almost 5 years. Just a 1 hr. meeting in Mc Donalds and it was like all old days came back.
With days , i mean college days. Most of the people have their college life full of fun and that is the only reason they miss it. That was not the case here. I never had any fun or enjoyment in my college  life, But the only thing that i earned is a a degree and one friend who was more than this degree too.
How life has changed now, we do not even get time to spend with friends. Only 1 hour? Is this time we used to spend with friends during college life or even in school. These are the same friend with whom after spending 7-8 hrs ,still i used to send SMS, call them to talk. Life has just changed.
This is for all my friends, enjoy each n every moment, who knows when these moments will turn into memories.
Today is also a day added to my book of memories.",True,14,bonding,bonding,72489,added book called change change college college college college day day day day degree degree donald earned enjoyed enjoyed feb friend friend friend friend friend friend fun fun gap hours hr hrs life life life life life mc meet memories memories met missed moment moment people reason school send sms spend spend spend talked time time
92239,2452,3m,I got my Bachelors degree in the mail. That was representative of 4 and a half years of hard work.,I got my Bachelors degree in the mail. That was representative of 4 and a half years of hard work.,True,2,achievement,achievement,66990,bachelors degree half hard mail representative
92241,2452,3m,I won an ebay auction.,I won an ebay auction.,True,1,achievement,achievement,68971,auction ebay won
92243,2452,3m,"I won an ebay auction for an expensive item, and got it for $50 less than retail.","I won an ebay auction for an expensive item, and got it for $50 less than retail.",True,1,achievement,achievement,70565,auction ebay expensive items retail won
92272,2586,24h,I completed a mission in the video game Titanfall 2 that took many tries to beat.,I completed a mission in the video game Titanfall 2 that took many tries to beat.,True,1,achievement,achievement,90864,beat completed game mission titanfall video
92275,2586,24h,Went out to eat with some friends,Went out to eat with some friends,True,1,bonding,bonding,93514,eat friend
92301,1537,24h,I got my first pay check after being unemployed for a few years.,I got my first pay check after being unemployed for a few years.,True,1,achievement,achievement,89572,check pay unemployed
92306,1537,24h,I had the chance to pitch new idea to the IT department at work.,I had the chance to pitch new idea to the IT department at work.,True,1,achievement,achievement,94221,chance department idea pitch
92307,1537,24h,I ate dinner with my best friend.,I ate dinner with my best friend.,True,1,bonding,bonding,95218,ate dinner friend
92365,2389,3m,I got a new car.,I got a new car.,True,1,achievement,achievement,69778,car
92367,2389,3m,I ate some ice cream.,I ate some ice cream.,True,1,enjoy_the_moment,enjoy_the_moment,71762,ate cream ice
92369,2389,24h,I had some breakfast,I had some breakfast,True,1,enjoy_the_moment,enjoy_the_moment,83124,breakfast
92476,10062,3m,"Mothers day is an event in the past 3 months that made me happy because I was able to do things for my mom she usually does for the whole family, and she got to relax which is something she does not normally get to do.","Mothers day is an event in the past 3 months that made me happy because I was able to do things for my mom she usually does for the whole family, and she got to relax which is something she does not normally get to do.",True,1,affection,affection,67109,day event family mom mother relax
92493,12350,3m,Receiving flowers from a friend.,Receiving flowers from a friend.,True,1,bonding,bonding,69127,flowers friend received
92503,4840,3m,"About one month ago, my father offered to service my car at his expense while I was struggling financially.","About one month ago, my father offered to service my car at his expense while I was struggling financially.",True,1,affection,affection,67167,car expensive father financial offer service struggling
92554,13762,3m,My wife woke me up with breakfast in bed.,My wife woke me up with breakfast in bed.,True,1,affection,affection,71231,bed breakfast wife woke
92567,7965,3m,"I got a larger raise than expected from my employer.
","I got a larger raise than expected from my employer.
",True,1,achievement,achievement,69259,employer expected larger raise
92637,8731,3m,Got hired for a job.,Got hired for a job.,True,1,achievement,achievement,70349,hired job
92667,1955,3m,I got approved for a house loan.,I got approved for a house loan.,True,1,achievement,achievement,79420,approved house loan
92668,1955,3m,My favorite ice cream was half off.,My favorite ice cream was half off.,True,1,enjoy_the_moment,enjoy_the_moment,80416,cream favorite half ice
92705,5256,24h,I received a letter in the mail stating that I am on the waiting list for section 8 housing. I was so happy I thought about it all day.,I received a letter in the mail stating that I am on the waiting list for section 8 housing. I was so happy I thought about it all day.,True,2,achievement,achievement,93160,day house letter list mail received section stating waiting
92741,6688,3m,I was very happy when I received a passing grade in an extremely difficult college coding course.,I was very happy when I received a passing grade in an extremely difficult college coding course.,True,1,achievement,achievement,69519,code college difficult extremely grade passed received
92763,11490,3m,"My boyfriend told me he loved me after several periods where we were fighting and wouldn't talk for months at a time, so it was nice to finally hear it.","My boyfriend told me he loved me after several periods where we were fighting and wouldn't talk for months at a time, so it was nice to finally hear it.",True,1,affection,affection,70538,boyfriend fight finally hear love nice period talked time told wouldnt
